10:57:23.175 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.ElectronicStoreApplicationTests], using SpringBootContextLoader
15:50:37.566 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:50:37.720 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 134 ms. Found 3 JPA repository interfaces.
15:50:39.377 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 1995 (http)
15:50:39.412 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-1995"]
15:50:39.413 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
15:50:39.413 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
15:50:39.922 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:50:39.922 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3973 ms
15:50:40.257 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:50:40.371 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
15:50:40.779 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
15:50:40.993 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:50:41.639 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:50:41.677 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
15:50:43.041 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:50:43.057 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:50:44.121 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:50:44.956 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
15:50:44.972 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-1995"]
15:50:45.016 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 1995 (http) with context path ''
15:50:45.035 INFO  c.h.e.s.ElectronicStoreApplication - Started ElectronicStoreApplication in 9.988 seconds (JVM running for 12.243)
15:51:11.888 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:51:11.895 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:51:11.906 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:04:55.342 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:04:55.368 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:04:55.370 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:04:55.758 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:04:55.931 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:04:55.973 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@784c3487, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@53142455, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@40dff0b7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7966baa7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@60975100, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1253e7cb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2d36e77e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@61c9c3fd, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b0c9195, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@366c4480, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c7b5824, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@302a07d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5cdd09b1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@8c11eee, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7e8dcdaa]
16:04:56.660 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:04:56.672 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 20880 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:04:56.673 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:04:58.325 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:04:58.467 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 120 ms. Found 3 JPA repository interfaces.
16:05:00.954 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:05:01.055 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:05:01.118 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:05:01.421 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:05:02.187 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:05:02.216 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:05:03.323 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:05:03.340 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:05:04.752 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:05:05.807 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 9.736 seconds (JVM running for 12.564)
16:05:05.956 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for update user to dao call com.happytech.electronic.store.dtos.UserDto@6c399d4 
16:05:05.957 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for update user to dao call 1 
16:05:06.014 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for updated user from dao call com.happytech.electronic.store.dtos.UserDto@1fa77770 
16:05:06.048 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for save user to dao call com.happytech.electronic.store.dtos.UserDto@32eac39b 
16:05:06.053 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for saved user from dao call com.happytech.electronic.store.dtos.UserDto@32029cd 
16:05:06.076 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:05:06.089 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:05:06.125 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:09:44.827 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:09:44.855 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:09:44.856 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:09:45.147 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:09:45.303 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:09:45.346 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@37efd131, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7e7b159b, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@7e5d9a50, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@60957c0f, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@293a5f75, org.springframework.test.context.support.DirtiesContextTestExecutionListener@fcb4004, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1dd6d4b7, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@56e8b606, org.springframework.test.context.event.EventPublishingTestExecutionListener@2dd29a59, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@784c3487, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@53142455, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@40dff0b7, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7966baa7, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@60975100, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1253e7cb]
16:09:46.031 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:09:46.042 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 6808 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:09:46.044 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:09:47.611 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:09:47.759 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 125 ms. Found 3 JPA repository interfaces.
16:09:49.852 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:09:49.954 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:09:50.025 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:09:50.375 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:09:51.838 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:09:51.866 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:09:53.193 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:09:53.208 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:09:54.604 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:09:55.731 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 10.284 seconds (JVM running for 13.114)
16:09:55.934 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for save user to dao call com.happytech.electronic.store.dtos.UserDto@6fe33512 
16:09:55.942 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for saved user from dao call com.happytech.electronic.store.dtos.UserDto@7be85f15 
16:09:55.966 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:09:55.972 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:09:56.000 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:12:24.793 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:12:24.824 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:12:24.827 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:12:25.103 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:12:25.287 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:12:25.333 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7e5d9a50, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@60957c0f, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@293a5f75, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@fcb4004, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1dd6d4b7, org.springframework.test.context.support.DirtiesContextTestExecutionListener@56e8b606, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2dd29a59, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@784c3487, org.springframework.test.context.event.EventPublishingTestExecutionListener@53142455, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@40dff0b7, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7966baa7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@60975100, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1253e7cb, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@2d36e77e, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@61c9c3fd]
16:12:26.064 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:12:26.070 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 4660 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:12:26.071 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:12:27.553 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:12:27.701 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 129 ms. Found 3 JPA repository interfaces.
16:12:29.768 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:12:29.887 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:12:29.957 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:12:30.223 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:12:30.807 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:12:30.842 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:12:31.820 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:12:31.836 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:12:33.361 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:12:34.560 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 9.091 seconds (JVM running for 11.929)
16:12:34.819 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for save user to dao call com.happytech.electronic.store.dtos.UserDto@4fce655d 
16:12:34.842 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for saved user from dao call com.happytech.electronic.store.dtos.UserDto@5de14222 
16:12:34.874 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:12:34.878 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:12:34.912 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:13:15.007 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:13:15.016 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:13:15.026 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:13:15.206 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:13:15.365 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:13:15.398 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@784c3487, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@53142455, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@40dff0b7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7966baa7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@60975100, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1253e7cb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2d36e77e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@61c9c3fd, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b0c9195, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@366c4480, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c7b5824, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@302a07d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5cdd09b1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@8c11eee, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7e8dcdaa]
16:13:16.003 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 652 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:13:16.005 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:13:16.013 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:13:17.220 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:13:17.339 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 106 ms. Found 3 JPA repository interfaces.
16:13:19.676 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:13:19.749 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:13:19.806 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:13:20.136 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:13:20.621 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:13:20.640 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:13:21.570 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:13:21.581 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:13:22.964 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:13:23.956 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 8.495 seconds (JVM running for 10.58)
16:13:24.028 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for update user to dao call com.happytech.electronic.store.dtos.UserDto@726dd367 
16:13:24.029 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for update user to dao call 1 
16:13:24.073 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for updated user from dao call com.happytech.electronic.store.dtos.UserDto@62f3ad90 
16:13:24.110 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for save user to dao call com.happytech.electronic.store.dtos.UserDto@24d7c365 
16:13:24.119 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for saved user from dao call com.happytech.electronic.store.dtos.UserDto@5fb0a09e 
16:13:24.162 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:13:24.170 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:13:24.251 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:30:31.886 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:30:31.919 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:30:31.921 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
